movie,genre,synopsis,year,rate,duration,votes,popularity
Hereafter,Drama|Fantasy,"A drama centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",2010,6.5,129,81846,4007.0
Lawless,Crime|Drama,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",2012,7.3,116,191108,693.0
First Man,Biography|Drama|Historyy,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",2018,7.5,141,82345,39.0
Cars 2,Animation|Adventure|Comedy,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011,6.3,106,106052,1668.0
Leap Year,Comedy|Romance,"Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",2010,6.5,100,73925,1706.0
Brave,Animation|Adventure|Comedy,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",2012,7.2,93,287228,1353.0
Limitless,Mystery|Sci-Fi|Thriller,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",2011,7.4,105,433929,1035.0
Resident Evil: Afterlife,Action|Adventure|Horror,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",2010,5.9,97,135313,587.0
I Am Love,Drama|Romance,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",2009,7.0,120,14690,
In the Loop,Comedy,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.,2009,7.5,106,45548,4525.0
Iron Man 2,Action|Adventure|Sci-Fi,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",2010,7.0,124,542122,1163.0
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",2011,7.4,133,375559,1411.0
Outside the Law,Crime|Drama|War,A drama about the Algerian struggle for independence from France after WWII.,2010,6.6,138,3049,
Jane Eyre,Drama|Romance,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,2011,7.4,120,65738,1563.0
It's Complicated,Comedy|Drama|Romance,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",2009,6.6,120,71642,1950.0
21 Jump Street,Action|Comedy|Crime,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,2012,7.2,110,421830,645.0
A Prophet,Crime|Drama,A young Arab man is sent to a French prison.,2009,7.9,155,80596,4031.0
Chico & Rita,Animation|Crime|Drama,"Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment.",2010,7.2,94,7102,
We Need to Talk About Kevin,Crime|Drama|Mystery,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",2011,7.5,112,101154,1184.0
This Is the End,Comedy|Fantasy,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",2013,6.7,107,320626,730.0
RED,Action|Comedy|Crime,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",2010,7.1,111,245244,1138.0
Kick-Ass,Action|Comedy,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",2010,7.7,117,448057,430.0
300: Rise of an Empire,Action|Drama|Fantasy,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",2014,6.2,102,232746,1003.0
Immortals,Action|Drama|Fantasy,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011,6.0,110,140734,677.0
Incendies,Drama|Mystery|War,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",2010,8.2,130,88900,788.0
The Cabin in the Woods,Horror,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",2012,7.0,95,288407,1080.0
The Twilight Saga: New Moon,Adventure|Drama|Fantasy,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",2009,4.6,130,225457,1772.0
Sex and the City 2,Comedy|Drama|Romance,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",2010,4.3,146,61245,1327.0
Crazy Heart,Drama|Music|Romance,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,2009,7.3,112,69996,3278.0
Hercules,Action|Adventure,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",2014,6.0,98,119870,1167.0
X-Men: First Class,Action|Adventure|Sci-Fi,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",2011,7.8,132,535408,647.0
The Tempest,Comedy|Drama|Fantasy,"Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.",2010,5.4,110,6357,
Looper,Action|Crime|Drama,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",2012,7.4,119,442406,659.0
A Royal Affair,Biography|Drama|Historyy,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",2012,7.6,137,35248,2934.0
Easy A,Comedy|Drama|Romance,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,2010,7.1,92,287146,337.0
The Social Network,Biography|Drama,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",2010,7.7,120,497601,672.0
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",2014,5.9,101,174931,728.0
Warrior,Action|Drama|Sport,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",2011,8.2,140,346000,413.0
Pirates of the Caribbean: On Stranger Tides,Action|Adventure|Fantasy,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",2011,6.7,136,384397,682.0
Iron Man 3,Action|Adventure|Sci-Fi,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013,7.2,130,576005,670.0
The Irishman,Biography|Crime|Drama,A mob hitman recalls his friend Jimmy Hoffa.,2019,8.0,209,217429,15.0
Kung Fu Panda 2,Animation|Action|Adventure,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",2011,7.3,90,192757,2778.0
The Secret in Their Eyes,Drama|Mystery|Thriller,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2009,8.2,129,140479,1397.0
50/50,Comedy|Drama|Romance,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",2011,7.7,100,277018,1300.0
Animal Kingdom,Crime|Drama,A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,2010,7.3,113,47025,3710.0
A Single Man,Drama|Romance,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",2009,7.6,99,87771,1147.0
Rise of the Planet of the Apes,Action|Drama|Sci-Fi,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",2011,7.6,105,416321,1524.0
